year,country,value,indicator
2018,英国,0.04,互联网带宽
2019,英国,0.05,互联网带宽
2020,英国,0.1,互联网带宽
2021,英国,0.2,互联网带宽
2022,英国,0.5,互联网带宽
2023,英国,0.1,互联网带宽
2024,英国,0.12,互联网带宽
2025,英国,0.12,互联网带宽
2026,英国,0.23733333333333206,互联网带宽
2027,英国,0.25721212121212744,互联网带宽
2028,英国,0.2770909090909157,互联网带宽
2029,英国,0.296969696969704,互联网带宽
2030,英国,0.31684848484849226,互联网带宽
2031,英国,0.33672727272728764,互联网带宽
2032,英国,0.3566060606060759,互联网带宽
2033,英国,0.3764848484848642,互联网带宽
2034,英国,0.39636363636365957,互联网带宽
2035,英国,0.41624242424244784,互联网带宽
2016,阿联酋,0.01,互联网带宽
2017,阿联酋,0.01,互联网带宽
2018,阿联酋,0.01,互联网带宽
2019,阿联酋,0.02,互联网带宽
2020,阿联酋,0.05,互联网带宽
2021,阿联酋,1.0,互联网带宽
2022,阿联酋,5.0,互联网带宽
2023,阿联酋,10.0,互联网带宽
2024,阿联酋,20.0,互联网带宽
2025,阿联酋,23.1,互联网带宽
2026,阿联酋,19.70600000000013,互联网带宽
2027,阿联酋,22.21254545454667,互联网带宽
2028,阿联酋,24.7190909090923,互联网带宽
2029,阿联酋,27.225636363637932,互联网带宽
2030,阿联酋,29.732181818184472,互联网带宽
2031,阿联酋,32.2387272727301,互联网带宽
2032,阿联酋,34.74527272727573,互联网带宽
2033,阿联酋,37.25181818182227,互联网带宽
2034,阿联酋,39.7583636363679,互联网带宽
2035,阿联酋,42.264909090913534,互联网带宽
2016,韩国,0.01,互联网带宽
2017,韩国,0.02,互联网带宽
2018,韩国,0.03,互联网带宽
2019,韩国,0.04,互联网带宽
2020,韩国,0.1,互联网带宽
2021,韩国,0.5,互联网带宽
2022,韩国,1.0,互联网带宽
2023,韩国,3.0,互联网带宽
2024,韩国,4.0,互联网带宽
2025,韩国,5.1,互联网带宽
2026,韩国,4.440000000000055,互联网带宽
2027,韩国,4.996363636363867,互联网带宽
2028,韩国,5.5527272727276795,互联网带宽
2029,韩国,6.109090909091492,互联网带宽
2030,韩国,6.665454545455077,互联网带宽
2031,韩国,7.22181818181889,互联网带宽
2032,韩国,7.778181818182702,互联网带宽
2033,韩国,8.334545454546287,互联网带宽
2034,韩国,8.8909090909101,互联网带宽
2035,韩国,9.447272727273912,互联网带宽
2016,中国,50.0,互联网普及率
2017,中国,52.0,互联网普及率
2018,中国,56.0,互联网普及率
2019,中国,59.0,互联网普及率
2020,中国,62.0,互联网普及率
2021,中国,65.0,互联网普及率
2022,中国,69.0,互联网普及率
2023,中国,72.0,互联网普及率
2024,中国,75.0,互联网普及率
2025,中国,80.0,互联网普及率
2026,中国,83.9898983204721,互联网普及率
2027,中国,88.41582750778684,互联网普及率
2028,中国,93.07498532810223,互联网普及率
2029,中国,97.97966199053508,互联网普及率
2030,中国,100.0,互联网普及率
2031,中国,100.0,互联网普及率
2032,中国,100.0,互联网普及率
2033,中国,100.0,互联网普及率
2034,中国,100.0,互联网普及率
2035,中国,100.0,互联网普及率
2016,加拿大,89.0,互联网普及率
2017,加拿大,90.0,互联网普及率
2018,加拿大,91.0,互联网普及率
2019,加拿大,92.0,互联网普及率
2020,加拿大,93.0,互联网普及率
2021,加拿大,94.0,互联网普及率
2022,加拿大,95.0,互联网普及率
2023,加拿大,95.0,互联网普及率
2024,加拿大,96.0,互联网普及率
2025,加拿大,97.0,互联网普及率
2026,加拿大,97.97958965465659,互联网普及率
2027,加拿大,98.87124799614321,互联网普及率
2028,加拿大,99.77102082964302,互联网普及率
2029,加拿大,100.0,互联网普及率
2030,加拿大,100.0,互联网普及率
2031,加拿大,100.0,互联网普及率
2032,加拿大,100.0,互联网普及率
2033,加拿大,100.0,互联网普及率
2034,加拿大,100.0,互联网普及率
2035,加拿大,100.0,互联网普及率
2016,印度,29.0,互联网普及率
2017,印度,31.0,互联网普及率
2018,印度,34.0,互联网普及率
2019,印度,36.0,互联网普及率
2020,印度,40.0,互联网普及率
2021,印度,43.0,互联网普及率
2022,印度,47.0,互联网普及率
2023,印度,52.0,互联网普及率
2024,印度,56.0,互联网普及率
2025,印度,60.0,互联网普及率
2026,印度,65.78355370234055,互联网普及率
2027,印度,71.52863947814626,互联网普及率
2028,印度,77.77546176275644,互联网普及率
2029,印度,84.56783879215402,互联网普及率
2030,印度,91.9534155874394,互联网普及率
2031,印度,99.98399816007668,互联网普及率
2032,印度,100.0,互联网普及率
2033,印度,100.0,互联网普及率
2034,印度,100.0,互联网普及率
2035,印度,100.0,互联网普及率
2016,德国,89.0,互联网普及率
2017,德国,90.0,互联网普及率
2018,德国,91.0,互联网普及率
2019,德国,92.0,互联网普及率
2020,德国,93.0,互联网普及率
2021,德国,94.0,互联网普及率
2022,德国,95.0,互联网普及率
2023,德国,96.0,互联网普及率
2024,德国,96.0,互联网普及率
2025,德国,97.0,互联网普及率
2026,德国,98.26041751107914,互联网普及率
2027,德国,99.18830236022222,互联网普及率
2028,德国,100.0,互联网普及率
2029,德国,100.0,互联网普及率
2030,德国,100.0,互联网普及率
2031,德国,100.0,互联网普及率
2032,德国,100.0,互联网普及率
2033,德国,100.0,互联网普及率
2034,德国,100.0,互联网普及率
2035,德国,100.0,互联网普及率
2016,日本,93.0,互联网普及率
2017,日本,94.0,互联网普及率
2018,日本,95.0,互联网普及率
2019,日本,96.0,互联网普及率
2020,日本,97.0,互联网普及率
2021,日本,97.0,互联网普及率
2022,日本,98.0,互联网普及率
2023,日本,98.0,互联网普及率
2024,日本,99.0,互联网普及率
2025,日本,99.0,互联网普及率
2026,日本,100.0,互联网普及率
2027,日本,100.0,互联网普及率
2028,日本,100.0,互联网普及率
2029,日本,100.0,互联网普及率
2030,日本,100.0,互联网普及率
2031,日本,100.0,互联网普及率
2032,日本,100.0,互联网普及率
2033,日本,100.0,互联网普及率
2034,日本,100.0,互联网普及率
2035,日本,100.0,互联网普及率
2016,法国,86.0,互联网普及率
2017,法国,87.0,互联网普及率
2018,法国,88.0,互联网普及率
2019,法国,89.0,互联网普及率
2020,法国,90.0,互联网普及率
2021,法国,91.0,互联网普及率
2022,法国,92.0,互联网普及率
2023,法国,93.0,互联网普及率
2024,法国,94.0,互联网普及率
2025,法国,95.0,互联网普及率
2026,法国,96.09942899051384,互联网普及率
2027,法国,97.16112494917434,互联网普及率
2028,法国,98.23455040842055,互联网普及率
2029,法国,99.3198349544873,互联网普及率
2030,法国,100.0,互联网普及率
2031,法国,100.0,互联网普及率
2032,法国,100.0,互联网普及率
2033,法国,100.0,互联网普及率
2034,法国,100.0,互联网普及率
2035,法国,100.0,互联网普及率
2016,美国,88.0,互联网普及率
2017,美国,89.0,互联网普及率
2018,美国,90.0,互联网普及率
2019,美国,90.0,互联网普及率
2020,美国,91.0,互联网普及率
2021,美国,92.0,互联网普及率
2022,美国,92.0,互联网普及率
2023,美国,93.0,互联网普及率
2024,美国,93.0,互联网普及率
2025,美国,94.0,互联网普及率
2026,美国,94.5893453702356,互联网普及率
2027,美国,95.2108499939095,互联网普及率
2028,美国,95.8364382487307,互联网普及率
2029,美国,96.46613696642999,互联网普及率
2030,美国,97.09997315504006,互联网普及率
2031,美国,97.73797400003969,互联网普及率
2032,美国,98.38016686554147,互联网普及率
2033,美国,99.02657929545603,互联网普及率
2034,美国,99.67723901466161,互联网普及率
2035,美国,100.0,互联网普及率
2016,英国,93.0,互联网普及率
2017,英国,94.0,互联网普及率
2018,英国,95.0,互联网普及率
2019,英国,95.0,互联网普及率
2020,英国,96.0,互联网普及率
2021,英国,96.0,互联网普及率
2022,英国,97.0,互联网普及率
2023,英国,97.0,互联网普及率
2024,英国,98.0,互联网普及率
2025,英国,98.0,互联网普及率
2026,英国,98.74432038356099,互联网普及率
2027,英国,99.25844589722692,互联网普及率
2028,英国,99.77524827415255,互联网普及率
2029,英国,100.0,互联网普及率
2030,英国,100.0,互联网普及率
2031,英国,100.0,互联网普及率
2032,英国,100.0,互联网普及率
2033,英国,100.0,互联网普及率
2034,英国,100.0,互联网普及率
2035,英国,100.0,互联网普及率
2016,阿联酋,91.0,互联网普及率
2017,阿联酋,92.0,互联网普及率
2018,阿联酋,93.0,互联网普及率
2019,阿联酋,94.0,互联网普及率
2020,阿联酋,96.0,互联网普及率
2021,阿联酋,97.0,互联网普及率
2022,阿联酋,98.0,互联网普及率
2023,阿联酋,99.0,互联网普及率
2024,阿联酋,99.0,互联网普及率
2025,阿联酋,99.0,互联网普及率
2026,阿联酋,100.0,互联网普及率
2027,阿联酋,100.0,互联网普及率
2028,阿联酋,100.0,互联网普及率
2029,阿联酋,100.0,互联网普及率
2030,阿联酋,100.0,互联网普及率
2031,阿联酋,100.0,互联网普及率
2032,阿联酋,100.0,互联网普及率
2033,阿联酋,100.0,互联网普及率
2034,阿联酋,100.0,互联网普及率
2035,阿联酋,100.0,互联网普及率
2016,韩国,92.0,互联网普及率
2017,韩国,93.0,互联网普及率
2018,韩国,95.0,互联网普及率
2019,韩国,96.0,互联网普及率
2020,韩国,97.0,互联网普及率
2021,韩国,98.0,互联网普及率
2022,韩国,98.0,互联网普及率
2023,韩国,99.0,互联网普及率
2024,韩国,99.0,互联网普及率
2025,韩国,99.0,互联网普及率
2026,韩国,100.0,互联网普及率
2027,韩国,100.0,互联网普及率
2028,韩国,100.0,互联网普及率
2029,韩国,100.0,互联网普及率
2030,韩国,100.0,互联网普及率
2031,韩国,100.0,互联网普及率
2032,韩国,100.0,互联网普及率
2033,韩国,100.0,互联网普及率
2034,韩国,100.0,互联网普及率
2035,韩国,100.0,互联网普及率
2016,中国,100.0,企业研发支出
2017,中国,150.0,企业研发支出
2018,中国,200.0,企业研发支出
2019,中国,250.0,企业研发支出
2020,中国,300.0,企业研发支出
2021,中国,350.0,企业研发支出
2022,中国,400.0,企业研发支出
2023,中国,450.0,企业研发支出
2024,中国,500.0,企业研发支出
2025,中国,550.0,企业研发支出
2026,中国,665.3334741373183,企业研发支出
2027,中国,764.7121715769244,企业研发支出
2028,中国,878.9347418843445,企业研发支出
2029,中国,1010.2183660791734,企业研发支出
2030,中国,1161.1113982998795,企业研发支出
2031,中国,1334.5428320556193,企业研发支出
2032,中国,1533.8791550912538,企业研发支出
2033,中国,1762.989696478613,企业研发支出
2034,中国,2026.3217343903725,企业研发支出
2035,中国,2328.9868224777947,企业研发支出
2016,加拿大,15.0,企业研发支出
2017,加拿大,18.0,企业研发支出
2018,加拿大,20.0,企业研发支出
2019,加拿大,22.0,企业研发支出
2020,加拿大,25.0,企业研发支出
2021,加拿大,30.0,企业研发支出
2022,加拿大,35.0,企业研发支出
2023,加拿大,40.0,企业研发支出
2024,加拿大,45.0,企业研发支出
2025,加拿大,50.0,企业研发支出
2026,加拿大,58.115981251678136,企业研发支出
2027,加拿大,66.4175561548704,企业研发支出
2028,加拿大,75.90496917675216,企业研发支出
2029,加拿大,86.74761131362715,企业研发支出
2030,加拿大,99.13907021155774,企业研发支出
2031,加拿大,113.30058653578362,企业研发支出
2032,加拿大,129.4850040650881,企业研发支出
2033,加拿大,147.981284037224,企业研发支出
2034,加拿大,169.11966434582655,企业研发支出
2035,加拿大,193.27755570258614,企业研发支出
2016,印度,10.0,企业研发支出
2017,印度,12.0,企业研发支出
2018,印度,15.0,企业研发支出
2019,印度,18.0,企业研发支出
2020,印度,20.0,企业研发支出
2021,印度,25.0,企业研发支出
2022,印度,30.0,企业研发支出
2023,印度,35.0,企业研发支出
2024,印度,40.0,企业研发支出
2025,印度,45.0,企业研发支出
2026,印度,54.44320259287858,企业研发支出
2027,印度,63.78994087518538,企业研发支出
2028,印度,74.74131504144668,企业研发支出
2029,印度,87.57280689529318,企业研发支出
2030,印度,102.60719259846553,企业研发支出
2031,印度,120.22266210476471,企业研发支出
2032,印度,140.862332527871,企业研发支出
2033,印度,165.04539475179467,企业研发支出
2034,印度,193.38017367692078,企业研发支出
2035,印度,226.57943063212429,企业研发支出
2016,德国,50.0,企业研发支出
2017,德国,55.0,企业研发支出
2018,德国,60.0,企业研发支出
2019,德国,65.0,企业研发支出
2020,德国,70.0,企业研发支出
2021,德国,75.0,企业研发支出
2022,德国,80.0,企业研发支出
2023,德国,85.0,企业研发支出
2024,德国,90.0,企业研发支出
2025,德国,95.0,企业研发支出
2026,德国,102.95518588063806,企业研发支出
2027,德国,110.01122227630526,企业研发支出
2028,德国,117.55084431354305,企业研发支出
2029,德国,125.60719454712398,企业研发支出
2030,德国,134.21568695769338,企业研发支出
2031,德国,143.41416262399935,企业研发支出
2032,德国,153.243056064126,企业研发支出
2033,德国,163.74557297692536,企业研发支出
2034,德国,174.9678801649693,企业研发支出
2035,德国,186.95930847386717,企业研发支出
2016,日本,80.0,企业研发支出
2017,日本,85.0,企业研发支出
2018,日本,90.0,企业研发支出
2019,日本,95.0,企业研发支出
2020,日本,100.0,企业研发支出
2021,日本,105.0,企业研发支出
2022,日本,110.0,企业研发支出
2023,日本,115.0,企业研发支出
2024,日本,120.0,企业研发支出
2025,日本,125.0,企业研发支出
2026,日本,132.1237776631433,企业研发支出
2027,日本,138.54844786491776,企业研发支出
2028,日本,145.28552502274306,企业研发支出
2029,日本,152.3502002831092,企业研发支出
2030,日本,159.7584034794245,企业研发支出
2031,日本,167.5268390515157,企业研发支出
2032,日本,175.67302371175174,企业研发支出
2033,日本,184.21532594272594,企业研发支出
2034,日本,193.17300741556346,企业研发支出
2035,日本,202.5662664222391,企业研发支出
2016,法国,25.0,企业研发支出
2017,法国,30.0,企业研发支出
2018,法国,35.0,企业研发支出
2019,法国,40.0,企业研发支出
2020,法国,45.0,企业研发支出
2021,法国,50.0,企业研发支出
2022,法国,55.0,企业研发支出
2023,法国,60.0,企业研发支出
2024,法国,65.0,企业研发支出
2025,法国,70.0,企业研发支出
2026,法国,79.42481478745748,企业研发支出
2027,法国,87.6668448192836,企业研发支出
2028,法国,96.76416244891311,企业研发支出
2029,法国,106.80552213030091,企业研发支出
2030,法国,117.8888884978337,企业研发支出
2031,法国,130.12239212032136,企业研发支出
2032,法国,143.62538443498715,企业研发支出
2033,法国,158.52960215351163,企业研发支出
2034,法国,174.9804525002105,企业研发支出
2035,法国,193.13843182126584,企业研发支出
2016,美国,250.0,企业研发支出
2017,美国,300.0,企业研发支出
2018,美国,350.0,企业研发支出
2019,美国,400.0,企业研发支出
2020,美国,450.0,企业研发支出
2021,美国,500.0,企业研发支出
2022,美国,550.0,企业研发支出
2023,美国,600.0,企业研发支出
2024,美国,650.0,企业研发支出
2025,美国,700.0,企业研发支出
2026,美国,794.2481478745722,企业研发支出
2027,美国,876.6684481928351,企业研发支出
2028,美国,967.6416244891316,企业研发支出
2029,美国,1068.0552213030069,企业研发支出
2030,美国,1178.8888849783361,企业研发支出
2031,美国,1301.2239212032146,企业研发支出
2032,美国,1436.253844349867,企业研发支出
2033,美国,1585.2960215351159,企业研发支出
2034,美国,1749.804525002106,企业研发支出
2035,美国,1931.3843182126511,企业研发支出
2016,英国,20.0,企业研发支出
2017,英国,25.0,企业研发支出
2018,英国,30.0,企业研发支出
2019,英国,35.0,企业研发支出
2020,英国,40.0,企业研发支出
2021,英国,45.0,企业研发支出
2022,英国,50.0,企业研发支出
2023,英国,55.0,企业研发支出
2024,英国,60.0,企业研发支出
2025,英国,65.0,企业研发支出
2026,英国,74.93471376717969,企业研发支出
2027,英国,83.59597861305792,企业研发支出
2028,英国,93.25834835357239,企业研发支出
2029,英国,104.03753484234835,企业研发支出
2030,英国,116.0626243887175,企业研发支出
2031,英国,129.47762363274853,企业研发支出
2032,英国,144.4431840989232,企业研发支出
2033,英国,161.13852608087495,企业研发支出
2034,英国,179.76358489670292,企业研发支出
2035,英国,200.54140521736713,企业研发支出
2016,阿联酋,2.0,企业研发支出
2017,阿联酋,3.0,企业研发支出
2018,阿联酋,5.0,企业研发支出
2019,阿联酋,7.0,企业研发支出
2020,阿联酋,10.0,企业研发支出
2021,阿联酋,15.0,企业研发支出
2022,阿联酋,20.0,企业研发支出
2023,阿联酋,25.0,企业研发支出
2024,阿联酋,30.0,企业研发支出
2025,阿联酋,35.0,企业研发支出
2026,阿联酋,36.19999999999982,企业研发支出
2027,阿联酋,40.01818181818271,企业研发支出
2028,阿联酋,43.836363636364695,企业研发支出
2029,阿联酋,47.65454545454759,企业研发支出
2030,阿联酋,51.47272727272957,企业研发支出
2031,阿联酋,55.290909090912464,企业研发支出
2032,阿联酋,59.10909090909445,企业研发支出
2033,阿联酋,62.92727272727734,企业研发支出
2034,阿联酋,66.74545454545932,企业研发支出
2035,阿联酋,70.56363636364222,企业研发支出
2016,韩国,30.0,企业研发支出
2017,韩国,35.0,企业研发支出
2018,韩国,40.0,企业研发支出
